DATE,AIRLINES,ORIGIN,DESTINATION,FLIGHT_NUMB,COLLY, WEIGHT,CUSTOMER,CUST_ID,SERVICE,COST_A,COST_B,COST_C,PRICE
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0910,9,"  80,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,13,"  134,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0706,15,"  52,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0786,15,"  145,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,1,"  13,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,7,"  80,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,5,"  51,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,6,"  75,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,1,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,BATAM,JT-0973,7,"  102,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,17760,3282,2280,23370
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,10,"  102,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,4,"  13,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0910,10,"  146,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0880,14,"  139,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,4,"  24,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,15,"  117,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,12,"  90,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,15,"  93,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,15,"  153,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0706,4,"  16,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,10,"  57,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0971,9,"  81,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,10,"  40,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0804,15,"  29,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0786,12,"  76,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0786,9,"  20,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,4,"  72,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0706,6,"  53,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,6,"  40,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0804,4,"  34,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0706,1,"  14,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,10,"  26,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0706,3,"  14,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,10,"  104,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0786,4,"  10,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0786,1,"  14,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,3,"  10,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0971,6,"  83,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,13,"  52,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,10,"  66,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,4,"  29,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,3,"  10,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,12,"  139,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,12,"  102,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0786,4,"  25,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0804,15,"  125,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,7,"  60,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,7,"  58,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,12,"  146,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0982,5,"  70,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,3,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0706,15,"  91,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TERNATE,ID-6136,9,"  67,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0786,11,"  145,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,ID-6136,9,"  57,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,ID-6136,2,"  22,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,ID-6136,3,"  23,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,KENDARI,ID-6136,8,"  83,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,AMBON,ID-6136,7,"  74,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,ID-6136,8,"  69,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,MANADO,ID-6136,11,"  24,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,KENDARI,ID-6136,12,"  121,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,ID-6136,5,"  36,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TERNATE,ID-6136,3,"  40,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,ID-6136,10,"  40,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,KENDARI,ID-6136,8,"  65,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,MANADO,ID-6136,5,"  47,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,KENDARI,ID-6136,14,"  118,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,ID-6136,14,"  82,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,IU-0612,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,KENDARI,IU-0540,1,"  10,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TERNATE,IU-0540,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,KENDARI,IU-0540,10,"  52,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TERNATE,IU-0540,10,"  64,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,MEDAN,IU-0708,6,"  69,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,IU-0708,11,"  110,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,TERNATE,IU-0540,1,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,KENDARI,IU-0540,14,"  45,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,IU-0610,5,"  24,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,AMBON,IU-0540,14,"  84,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,IU-0540,15,"  70,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,IU-0610,4,"  16,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TERNATE,IU-0540,7,"  56,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,IU-0610,6,"  50,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,AMBON,IU-0540,15,"  75,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,KENDARI,IU-0540,15,"  102,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,15,"  141,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0780,15,"  32,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0780,9,"  56,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,12,"  133,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0780,13,"  87,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0780,14,"  64,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,ID-6136,9,"  86,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,MANADO,ID-6136,7,"  51,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,1,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,7,"  54,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,10,"  90,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,BATAM,JT-0973,1,"  10,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,17760,3282,2280,23370
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,13,"  52,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,10,"  146,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0880,2,"  14,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,MEDAN,ID-7514,15,"  147,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,8,"  93,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,12,"  124,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0971,2,"  51,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,2,"  11,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,9,"  83,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0880,1,"  12,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0880,14,"  84,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,1,"  15,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,4,"  23,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,7,"  39,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0706,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0868,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0868,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0880,1,"  12,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0880,7,"  30,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0880,5,"  36,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0868,1,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0780,3,"  21,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0780,15,"  74,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,8,"  18,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,4,"  24,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,2,"  46,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,7,"  73,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,14,"  90,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,15,"  124,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0878,15,"  155,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,AMBON,JT-0880,15,"  48,00 ",PT BAYA SKENA MENYALA,BSM,DTD,44145,3282,2050,45360
02/Jul/2024,LION AIR,SURABAYA,BATAM,JT-0856,6,"  43,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,17760,3282,2280,23370
02/Jul/2024,LION AIR,SURABAYA,BATAM,JT-0856,10,"  60,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,17760,3282,2280,23370
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,4,"  18,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,1,"  45,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,10,"  54,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,12,"  60,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0722,15,"  61,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,KENDARI,JT-0786,4,"  71,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,39139,3282,1665,40110
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,15,"  20,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,7,"  21,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,5,"  40,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,10,"  40,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,8,"  53,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,10,"  53,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,4,"  53,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,6,"  59,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,8,"  87,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,15,"  104,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,15,"  110,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,10,"  140,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,15,"  152,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,15,"  173,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0856,8,"  265,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0971,3,"  41,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MEDAN,JT-0973,11,"  151,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,24309,3282,2809,30600
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0706,2,"  94,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,3,"  14,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,9,"  75,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,12,"  77,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,15,"  100,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,15,"  103,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,11,"  104,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0748,8,"  186,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0780,2,"  10,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,MANADO,JT-0780,10,"  110,00 ",PT ADANI SUBUR MAKMUR,ADM,DTD,51104,3282,1532,50050
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,2,"  10,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TARAKAN,JT-0268,8,"  70,00 ",PT BAYA SKENA MENYALA,BSM,DTD,41070,3282,1850,36430
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0780,2,"  21,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0780,6,"  26,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0780,10,"  35,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
02/Jul/2024,LION AIR,SURABAYA,TERNATE,JT-0780,15,"  91,00 ",PT BAYA SKENA MENYALA,BSM,DTD,43778,3282,1400,45360
