DATE,AIRLINES,ORIGIN,DESTINATION,FLIGHT_NUMB,COLLY, WEIGHT,CUSTOMER,CUST_ID,SERVICE,COST_A,COST_B,COST_C,PRICE
03/Jul/2024,CITILINK,SURABAYA,PALANGKARAYA,QG-0723,2,"  19,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,9546,3060,1199,18000
03/Jul/2024,CITILINK,MEDAN,BATAM,QG-0923,5,"  53,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,11766,2388,2280,23500
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0913,38,"  443,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,BATAM,SURABAYA,QG-0949,10,"  58,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9435,4085,2500,11000
03/Jul/2024,CITILINK,SURABAYA,PONTIANAK,QG-0418,15,"  34,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13431,3060,2450,23790
03/Jul/2024,CITILINK,MAKASSAR,SURABAYA,QG-0353,3,"  39,00 ",PT DINDA SETIA KIRANA,DSK,PTP,6993,1532,2500,8900
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,12,"  28,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,DENPASAR,BALIKPAPAN,QG-0699,4,"  36,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,20535,2891,1258,32000
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0494,15,"  35,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,PADANG,JAKARTA,QG-0963,4,"  57,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,5217,2421,2971,10000
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0939,22,"  58,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12000
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,12,"  119,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0354,15,"  207,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10323,3060,1594,19240
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0484,15,"  225,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0350,15,"  128,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10323,3060,1594,19240
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0350,12,"  180,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10323,3060,1594,19240
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0352,15,"  192,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,10323,3060,1594,17000
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-0913,14,"  175,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10878,2388,2500,21500
03/Jul/2024,GARUDA,BALIKPAPAN,JAKARTA,GA-0567,7,"  86,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9768,2147,2971,17700
03/Jul/2024,CITILINK,BATAM,PEKANBARU,QG-0934,3,"  18,00 ",PT DINDA SETIA KIRANA,DSK,PTP,6993,4085,1698,7200
03/Jul/2024,GARUDA,PEKANBARU,JAKARTA,GA-0179,12,"  46,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12180
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0484,3,"  30,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,8,"  59,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0937,5,"  54,00 ",PT DINDA SETIA KIRANA,DSK,PTP,4218,1278,2971,9048
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,14,"  151,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,10,"  80,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0352,6,"  67,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10323,3060,1594,17400
03/Jul/2024,CITILINK,BALIKPAPAN,SURABAYA,QG-0431,3,"  28,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,10323,2002,2500,15201
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0427,49,"  481,00 ",PT BAYA SKENA MENYALA,BSM,DTD,5328,1532,2971,13800
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0354,15,"  91,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10323,3060,1594,19240
03/Jul/2024,CITILINK,BANJARMASIN,SURABAYA,QG-0489,2,"  17,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,4773,2013,2500,12100
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0484,10,"  102,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,GORONTALO,QG-0354,15,"  149,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,42069,3060,1650,42000
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,13,"  72,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,15873,3060,1258,25780
03/Jul/2024,GARUDA,PEKANBARU,JAKARTA,GA-0179,37,"  475,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12180
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0352,15,"  197,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,10323,3060,1594,17000
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0350,15,"  247,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10323,3060,1594,19240
03/Jul/2024,GARUDA,BANJARMASIN,JAKARTA,GA-0535,4,"  46,00 ",PT DINDA SETIA KIRANA,DSK,PTP,7548,2157,2971,16300
03/Jul/2024,CITILINK,SURABAYA,GORONTALO,QG-0352,15,"  58,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,42069,3060,1650,42000
03/Jul/2024,CITILINK,MEDAN,PANGKAL PINANG,QG-0913,3,"  50,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,15318,2388,0,29000
03/Jul/2024,CITILINK,DENPASAR,PALANGKARAYA,QG-0685,3,"  34,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,14763,2891,1199,25500
03/Jul/2024,CITILINK,SURABAYA,GORONTALO,QG-0352,9,"  50,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,42069,3060,1650,42000
03/Jul/2024,GARUDA,MAKASSAR,JAKARTA,GA-0611,15,"  244,00 ",PT DINDA SETIA KIRANA,DSK,PTP,5328,1701,2971,8000
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0494,4,"  50,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0427,52,"  777,00 ",PT BAYA SKENA MENYALA,BSM,DTD,5328,1532,2971,13800
03/Jul/2024,CITILINK,BANJARMASIN,JAKARTA,QG-0491,3,"  32,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,7548,2013,2971,12500
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0484,15,"  220,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0354,15,"  163,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10323,3060,1594,19240
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-0913,6,"  63,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10878,2388,2500,21500
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,10,"  82,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,MEDAN,PONTIANAK,QG-0913,1,"  20,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,17871,2388,2450,29500
03/Jul/2024,CITILINK,MAKASSAR,SURABAYA,QG-0353,29,"  209,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,6993,1532,2500,19240
03/Jul/2024,CITILINK,SOLO,MEDAN,QG-0763,8,"  132,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9213,1366,2809,21300
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,10,"  84,00 ",PT PRIMA CAHAYA MEGA,MEG,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,1,"  21,00 ",PT DINDA SETIA KIRANA,DSK,PTP,15873,3060,1258,24000
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0937,31,"  610,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12000
03/Jul/2024,CITILINK,PEKANBARU,SURABAYA,QG-0937,3,"  33,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9768,1278,2500,16152
03/Jul/2024,CITILINK,DENPASAR,JAKARTA,QG-0663,4,"  53,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,3330,2891,2971,9600
03/Jul/2024,CITILINK,MEDAN,MANADO,QG-0919,1,"  11,00 ",PT DINDA SETIA KIRANA,DSK,PTP,38073,2388,1532,43486
03/Jul/2024,CITILINK,SEMARANG,MAKASSAR,QG-0793,31,"  267,00 ",PT HABIB REZA ALKARIM,BIB,DTD,14208,2254,1594,25290
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0352,1,"  29,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10323,3060,1594,14900
03/Jul/2024,CITILINK,BALIKPAPAN,SURABAYA,QG-0431,3,"  53,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10323,2002,2500,21400
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0919,28,"  333,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,9,"  144,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,BALIKPAPAN,TARAKAN,QG-0400,1,"  18,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,7548,2002,1850,11700
03/Jul/2024,CITILINK,MAKASSAR,SURABAYA,QG-0353,10,"  90,00 ",PT HABIB REZA ALKARIM,BIB,DTD,6993,1532,2500,19240
03/Jul/2024,CITILINK,BATAM,PALEMBANG,QG-0988,3,"  31,00 ",PT DINDA SETIA KIRANA,DSK,PTP,6993,4085,2253,6900
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0919,33,"  383,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,17,"  192,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0486,13,"  165,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0494,1,"  14,00 ",PT DINDA SETIA KIRANA,DSK,PTP,13542,3060,1367,20000
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,10,"  98,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,MEDAN,PANGKAL PINANG,QG-0979,1,"  17,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15318,2388,0,29000
03/Jul/2024,CITILINK,BANJARMASIN,SEMARANG,QG-0795,1,"  10,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9768,2013,1875,16800
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,16,"  152,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0488,15,"  144,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,GORONTALO,QG-0350,15,"  80,00 ",PT HABIB REZA ALKARIM,BIB,DTD,42069,3060,1650,42000
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0979,34,"  316,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0486,15,"  64,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0939,6,"  43,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12000
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0486,15,"  175,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-9911,13,"  59,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0913,5,"  79,00 ",PT DINDA SETIA KIRANA,DSK,PTP,4773,2388,2971,12000
03/Jul/2024,CITILINK,DENPASAR,MEDAN,QG-0663,1,"  20,00 ",PT DINDA SETIA KIRANA,DSK,PTP,14208,2891,2809,24900
03/Jul/2024,CITILINK,DENPASAR,MAKASSAR,QG-0342,8,"  108,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13098,2891,1594,23300
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-0913,4,"  78,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,2388,2500,21500
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0488,15,"  204,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0486,15,"  123,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,15,"  163,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,PADANG,JAKARTA,QG-0953,4,"  37,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,5217,2421,2971,10000
03/Jul/2024,CITILINK,MEDAN,BATAM,QG-0923,3,"  30,00 ",PT DINDA SETIA KIRANA,DSK,PTP,11766,2388,2280,22276
03/Jul/2024,CITILINK,MEDAN,BALIKPAPAN,QG-0913,1,"  14,00 ",PT DINDA SETIA KIRANA,DSK,PTP,27306,2388,1258,37744
03/Jul/2024,CITILINK,DENPASAR,MEDAN,QG-0663,13,"  196,00 ",PT HABIB REZA ALKARIM,BIB,DTD,14208,2891,2809,27000
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0341,39,"  632,00 ",PT BAYA SKENA MENYALA,BSM,DTD,5328,1532,2971,13800
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0427,38,"  263,00 ",PT BAYA SKENA MENYALA,BSM,DTD,5328,1532,2971,13800
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,11,"  158,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SOLO,BALIKPAPAN,QG-0763,3,"  44,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9768,1366,1258,28300
03/Jul/2024,CITILINK,DENPASAR,BANJARMASIN,QG-0661,1,"  15,00 ",PT DINDA SETIA KIRANA,DSK,PTP,15318,2891,1367,26343
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,15,"  124,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,MEDAN,PONTIANAK,QG-0919,1,"  16,00 ",PT DINDA SETIA KIRANA,DSK,PTP,17871,2388,2450,29512
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0937,31,"  449,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12000
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0913,15,"  186,00 ",PT DINDA SETIA KIRANA,DSK,PTP,4773,2388,2971,12000
03/Jul/2024,CITILINK,DENPASAR,JAKARTA,QG-0663,3,"  55,00 ",PT DINDA SETIA KIRANA,DSK,PTP,3330,2891,2971,12579
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,15,"  39,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,DENPASAR,PONTIANAK,QG-0699,4,"  92,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13098,2891,2450,27000
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-9911,5,"  51,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,2388,2500,21500
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0913,24,"  392,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,MEDAN,SEMARANG,QG-0919,3,"  32,00 ",PT DINDA SETIA KIRANA,DSK,PTP,12543,2388,1875,21190
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-0911,8,"  95,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,2388,2500,21500
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0251,18,"  265,00 ",PT DINDA SETIA KIRANA,DSK,PTP,5328,1532,2971,8000
03/Jul/2024,GARUDA,BALIKPAPAN,JAKARTA,GA-0567,7,"  90,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9768,2147,2971,17700
03/Jul/2024,CITILINK,MEDAN,BALIKPAPAN,QG-0911,1,"  12,00 ",PT DINDA SETIA KIRANA,DSK,PTP,27306,2388,1258,37744
03/Jul/2024,CITILINK,MAKASSAR,BALIKPAPAN,QG-0428,1,"  10,00 ",PT DINDA SETIA KIRANA,DSK,PTP,8658,1532,1258,9000
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0919,2,"  26,00 ",PT DINDA SETIA KIRANA,DSK,PTP,4773,2388,2971,12000
03/Jul/2024,CITILINK,DENPASAR,PONTIANAK,QG-0663,6,"  96,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13098,2891,2450,27000
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0341,4,"  70,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,5328,1532,2971,9701
03/Jul/2024,CITILINK,SOLO,PONTIANAK,QG-0763,10,"  179,00 ",PT DINDA SETIA KIRANA,DSK,PTP,13431,1366,2450,24800
03/Jul/2024,CITILINK,DENPASAR,MEDAN,QG-0667,4,"  88,00 ",PT HABIB REZA ALKARIM,BIB,DTD,14208,2891,2809,27000
03/Jul/2024,CITILINK,BATAM,PEKANBARU,QG-0934,4,"  31,00 ",PT DINDA SETIA KIRANA,DSK,PTP,6993,4085,1698,7200
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0937,25,"  510,00 ",PT DINDA SETIA KIRANA,DSK,PTP,4218,1278,2971,9048
03/Jul/2024,CITILINK,MAKASSAR,SAMARINDA,QG-0251,2,"  17,00 ",PT DINDA SETIA KIRANA,DSK,PTP,27195,1532,1700,28400
03/Jul/2024,CITILINK,MAKASSAR,SURABAYA,QG-0351,7,"  92,00 ",PT HABIB REZA ALKARIM,BIB,DTD,6993,1532,2500,19240
03/Jul/2024,CITILINK,BALIKPAPAN,MAKASSAR,QG-0429,1,"  10,00 ",PT DINDA SETIA KIRANA,DSK,PTP,8658,2002,1594,19100
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0494,15,"  150,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,BATAM,JAKARTA,QG-0969,62,"  529,00 ",PT DINDA SETIA KIRANA,DSK,PTP,5328,4085,2971,8000
03/Jul/2024,CITILINK,BATAM,SURABAYA,QG-0949,14,"  112,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9435,4085,2500,11000
03/Jul/2024,CITILINK,PEKANBARU,BATAM,QG-0935,1,"  10,00 ",PT DINDA SETIA KIRANA,DSK,PTP,5661,1278,2280,9381
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,2,"  59,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,MEDAN,PANGKAL PINANG,QG-0919,1,"  14,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15318,2388,0,29000
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0486,3,"  30,00 ",PT DINDA SETIA KIRANA,DSK,PTP,13542,3060,1367,21000
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,14,"  114,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10878,3060,2280,18000
03/Jul/2024,CITILINK,DENPASAR,JAKARTA,QG-0663,1,"  18,00 ",PT DINDA SETIA KIRANA,DSK,PTP,3330,2891,2971,12579
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,4,"  45,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,SURABAYA,PALANGKARAYA,QG-0723,1,"  17,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,9546,3060,1199,18000
03/Jul/2024,CITILINK,BALIKPAPAN,SURABAYA,QG-0431,2,"  20,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,10323,2002,2500,15201
03/Jul/2024,CITILINK,MEDAN,PONTIANAK,QG-0919,2,"  35,00 ",PT HABIB REZA ALKARIM,BIB,DTD,17871,2388,2450,29500
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,15,"  83,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,15,"  182,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,BATAM,PADANG,QG-0956,5,"  55,00 ",PT DINDA SETIA KIRANA,DSK,PTP,8103,4085,1621,8000
03/Jul/2024,CITILINK,SEMARANG,BALIKPAPAN,QG-0793,21,"  163,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13320,2254,1258,28030
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0939,21,"  188,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4218,1278,2971,12000
03/Jul/2024,CITILINK,MEDAN,JAKARTA,QG-0917,9,"  145,00 ",PT BAYA SKENA MENYALA,BSM,DTD,4773,2388,2971,13800
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,15,"  107,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,PEKANBARU,JAKARTA,QG-0937,6,"  120,00 ",PT DINDA SETIA KIRANA,DSK,PTP,4218,1278,2971,9048
03/Jul/2024,CITILINK,KENDARI,JAKARTA,QG-0333,3,"  21,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,17205,1466,2971,21400
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-0913,8,"  132,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10878,2388,2500,21533
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,15,"  104,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,DENPASAR,BANJARMASIN,QG-0699,2,"  32,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15318,2891,1367,27000
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,10,"  48,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SOLO,MAKASSAR,QG-0763,9,"  177,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10323,1366,1594,25300
03/Jul/2024,CITILINK,PEKANBARU,SURABAYA,QG-0937,11,"  209,00 ",PT DINDA SETIA KIRANA,DSK,PTP,9768,1278,2500,16152
03/Jul/2024,CITILINK,MEDAN,PONTIANAK,QG-0913,1,"  22,00 ",PT HABIB REZA ALKARIM,BIB,DTD,17871,2388,2450,29500
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0488,15,"  179,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0494,5,"  76,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,MAKASSAR,JAKARTA,QG-0427,7,"  73,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,5328,1532,2971,9701
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,15,"  139,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,DENPASAR,PALANGKARAYA,QG-0663,6,"  91,00 ",PT HABIB REZA ALKARIM,BIB,DTD,14763,2891,1199,25500
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,5,"  70,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,BANJARMASIN,QG-0486,11,"  116,00 ",PT HABIB REZA ALKARIM,BIB,DTD,13542,3060,1367,22820
03/Jul/2024,CITILINK,MEDAN,MAKASSAR,QG-0919,3,"  42,00 ",PT DINDA SETIA KIRANA,DSK,PTP,21423,2388,1594,32881
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,15,"  135,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,3060,2280,20500
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0430,15,"  65,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,BATAM,QG-0948,1,"  10,00 ",PT DINDA SETIA KIRANA,DSK,PTP,10878,3060,2280,18000
03/Jul/2024,CITILINK,MEDAN,SURABAYA,QG-0979,3,"  16,00 ",PT HABIB REZA ALKARIM,BIB,DTD,10878,2388,2500,21500
03/Jul/2024,CITILINK,MEDAN,DENPASAR,QG-0919,3,"  47,00 ",PT DINDA SETIA KIRANA,DSK,PTP,15318,2388,2200,23791
03/Jul/2024,CITILINK,SURABAYA,BALIKPAPAN,QG-0434,15,"  192,00 ",PT HABIB REZA ALKARIM,BIB,DTD,15873,3060,1258,25780
03/Jul/2024,CITILINK,SURABAYA,MAKASSAR,QG-0352,9,"  108,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,10323,3060,1594,17000
03/Jul/2024,CITILINK,BANJARMASIN,SURABAYA,QG-0487,2,"  25,00 ",PT FAJRI ABANGDA PRATAMA,FAP,PTP,4773,2013,2500,12100
